timestamp,gaze_x,gaze_y
1337404666587,902.3918936938212,610.5991647398462
1337454668711,902.3918936938212,610.5991647398462
1337504667174,903.8385040358398,627.8498457861821
1337554672674,903.8385040358398,627.8498457861821
1337604673249,915.0716925850029,665.7785267749659
1337654668299,915.0716925850029,665.7785267749659
1337704666336,909.5128703617617,683.1142207236683
1337754703174,909.5128703617617,683.1142207236683
1337804671836,922.9337548221938,700.1129878536632
1337854666711,922.9337548221938,700.1129878536632
1337904673249,932.1241903904253,713.5739796072925
1337954666799,932.1241903904253,713.5739796072925
1338004667549,905.6138955458421,689.2836504494527
1338054677374,905.6138955458421,689.2836504494527
1338104665086,935.0552407083387,690.7825929494747
1338154667674,935.0552407083387,690.7825929494747
1338204667174,944.7523413314495,692.5850261860694
1338254673586,944.7523413314495,692.5850261860694
1338304671624,956.8385669745368,695.527979271484
1338354673249,956.8385669745368,695.527979271484
1338404665924,949.6891968156219,697.6575385507416
1338454672799,949.6891968156219,697.6575385507416
1338504677086,844.173180017874,715.7587360498576
1338554674124,844.173180017874,715.7587360498576
1338604672374,851.210963877015,714.9317480061575
1338654670586,851.210963877015,714.9317480061575
1338704673924,858.9862005863056,709.2467612920136
1338754668424,858.9862005863056,709.2467612920136
1338804673674,663.6343749798666,524.8821793092355
1338854666374,663.6343749798666,524.8821793092355
1338904669586,699.7775579928272,485.6598796768868
1338954673999,699.7775579928272,485.6598796768868
1339004669999,701.1847781359089,513.6784740724366
1339054662799,701.1847781359089,513.6784740724366
1339104667674,953.7096770749572,711.1363099847996
1339154669174,953.7096770749572,711.1363099847996
1339204665086,908.6640426364407,693.4237166773901
1339254667211,908.6640426364407,693.4237166773901
1339304669249,915.8409557586791,690.106961336547
1339354672299,915.8409557586791,690.106961336547
1339404664624,939.7155308040138,729.1022595295683
1339454662999,939.7155308040138,729.1022595295683
1339504669499,940.5113826932262,721.9645041909001
1339554669549,940.5113826932262,721.9645041909001
1339604667674,957.4450031467924,709.1909159994117
1339654665124,957.4450031467924,709.1909159994117
1339704663549,832.6812108603418,846.9456914495677
1339754665711,832.6812108603418,846.9456914495677
1339804664174,831.4527852489268,786.0308234930228
1339854666336,831.4527852489268,786.0308234930228
1339904664749,843.0732270326525,738.9914992363441
1339954666924,843.0732270326525,738.9914992363441
1340004665374,826.5834342690487,730.4994182477549
1340054663799,826.5834342690487,730.4994182477549
1340104665961,842.4608161929773,785.45918540615
1340154672586,842.4608161929773,785.45918540615
1340204666124,893.9176674656658,900.4141165756237
1340254663424,893.9176674656658,900.4141165756237
1340304670336,887.9252060288263,847.0734300138805
1340354667086,887.9252060288263,847.0734300138805
1340404672836,879.9943620068797,768.456056070161
1340454664586,879.9943620068797,768.456056070161
1340504665674,1047.297509070078,560.4995117851885
1340554665586,1047.297509070078,560.4995117851885
1340604666374,1008.898689201948,639.122450841333
1340654666374,1008.898689201948,639.122450841333
1340704666374,1016.5522465502693,663.6885380420152
1340754663624,1016.5522465502693,663.6885380420152
1340804669049,737.0895356391211,507.2749059526449
1340854672374,737.0895356391211,507.2749059526449
1340904668836,697.2857812815159,572.1566172408887
1340954670299,697.2857812815159,572.1566172408887
1341004667049,726.406654211987,594.6942242824002
1341054674874,726.406654211987,594.6942242824002
1341104669924,658.7632317569643,581.1891810654806
1341154673999,658.7632317569643,581.1891810654806
1341204667999,632.54514590962,606.5233816404368
1341254661049,632.54514590962,606.5233816404368
1341304670461,630.2756296630927,634.3456216357414
1341354667211,630.2756296630927,634.3456216357414
1341404667424,658.6770650264466,665.7640463204524
1341454671624,658.6770650264466,665.7640463204524
1341504672086,671.7799873982686,688.0704080892071
1341554670674,671.7799873982686,688.0704080892071
1341604663124,668.4327856114795,689.0782733932598
1341654673499,668.4327856114795,689.0782733932598
1341704668299,682.2282135194688,670.4566421738377
1341754663999,682.2282135194688,670.4566421738377
1341804664749,717.2770728851575,662.9667182202076
1341854669049,717.2770728851575,662.9667182202076
1341904667499,693.5960982361566,633.493475392384
1341954669461,693.5960982361566,633.493475392384
1342004667674,673.7256566144316,630.1819241252388
1342054666124,673.7256566144316,630.1819241252388
1342104668299,656.3399805731964,649.2019721529941
1342154667336,656.3399805731964,649.2019721529941
1342204663674,637.1014328614019,672.0254036909454
1342254667211,637.1014328614019,672.0254036909454
1342304667874,620.1452857632278,680.5118603951909
1342354671836,620.1452857632278,680.5118603951909
1342404664211,593.9735680038254,682.5600656005132
1342454665836,593.9735680038254,682.5600656005132
1342504671211,579.9235983736028,686.4565959742633
1342554667711,579.9235983736028,686.4565959742633
1342604668624,582.4593998061919,663.6206238567271
1342654667249,582.4593998061919,663.6206238567271
1342704669424,598.300268840675,662.0305313223334
1342754667874,598.300268840675,662.0305313223334
1342804666299,605.1484283510413,654.7987681599021
1342854668461,605.1484283510413,654.7987681599021
1342904667211,612.5341250590883,647.6440997783983
1342954666586,612.5341250590883,647.6440997783983
1343004672499,613.1111014582483,635.5051084065138
1343054670711,613.1111014582483,635.5051084065138
1343104674049,616.9326428414929,628.4015947265517
1343154668549,616.9326428414929,628.4015947265517
1343204666999,622.5210596231088,633.6294621246929
1343254665424,622.5210596231088,633.6294621246929
1343304667586,608.0638571178971,622.286673906981
1343354664424,608.0638571178971,622.286673906981
1343404666586,606.7473007302807,614.4937139107923
1343454672499,606.7473007302807,614.4937139107923
1343504670924,617.9073169248911,627.8163129603798
1343554673086,617.9073169248911,627.8163129603798
1343604671499,627.7603871440142,639.5159298011122
1343654668374,627.7603871440142,639.5159298011122
1343704669174,629.1822291404784,629.0451600557161
1343754669711,629.1822291404784,629.0451600557161
1343804671674,635.0246049563979,615.3944649546936
1343854665211,635.0246049563979,615.3944649546936
1343904667374,657.5883252742004,603.431829664943
1343954665836,657.5883252742004,603.431829664943
1344004667961,668.0931105465883,582.9090985851243
1344054663461,668.0931105465883,582.9090985851243
1344104667749,658.9617127501159,576.653036938335
1344154673836,658.9617127501159,576.653036938335
1344204668336,668.8812720975576,570.9946504924885
1344254670499,668.8812720975576,570.9946504924885
1344304668924,660.2941408754838,574.3600395262498
1344354667374,660.2941408754838,574.3600395262498
1344404669549,666.6081459333434,564.0897826719129
1344454667961,666.6081459333434,564.0897826719129
1344504670124,637.0854636877033,702.1094996838418
1344554668586,637.0854636877033,702.1094996838418
1344604670749,633.0099957074555,684.8680385944125
1344654669174,633.0099957074555,684.8680385944125
1344704667624,632.6877085527398,656.8515339490292
1344754669799,632.6877085527398,656.8515339490292
1344804671961,651.2976810967963,575.0363565780301
1344854670374,651.2976810967963,575.0363565780301
1344904668836,647.6660147226376,580.6379115323723
1344954667249,647.6660147226376,580.6379115323723
1345004669424,674.5993771676075,765.4567649160747
1345054667874,674.5993771676075,765.4567649160747
1345104669999,663.102774087332,756.0793779396782
1345154668461,663.102774087332,756.0793779396782
1345204667549,645.6721481190473,619.8536011896973
1345254674799,645.6721481190473,619.8536011896973
1345304665799,645.4900351160887,593.9540168298217
1345354667961,645.4900351160887,593.9540168298217
1345404666374,643.9166794626942,588.6164409839023
1345454668549,643.9166794626942,588.6164409839023
1345504666999,663.9164658628694,771.6767134002765
1345554669174,663.9164658628694,771.6767134002765
1345604667586,665.6980600951299,768.59586325822
1345654666049,665.6980600951299,768.59586325822
1345704668174,638.6074465858889,627.8697386285609
1345754666624,638.6074465858889,627.8697386285609
1345804668799,641.275196599589,584.8827937209774
1345854667211,641.275196599589,584.8827937209774
1345904665674,633.3678546774258,606.8613071951547
1345954667836,633.3678546774258,606.8613071951547
1346004666249,660.8276417876106,839.1852438929154
1346054667874,660.8276417876106,839.1852438929154
1346104663799,643.5775306489102,845.1986841015939
1346154665924,643.5775306489102,845.1986841015939
1346204664374,639.618552971095,844.1324066328233
1346254662799,639.618552971095,844.1324066328233
1346304664961,641.9880545650151,634.3624916497856
1346354663424,641.9880545650151,634.3624916497856
1346404665586,652.9719906387772,603.3879141736177
1346454663999,652.9719906387772,603.3879141736177
1346504662461,651.9661564472445,605.0580986920188
1346554664624,651.9661564472445,605.0580986920188
1346604663049,661.061026448725,587.0862643685758
1346654665211,661.061026448725,587.0862643685758
1346704663674,661.3865103729541,588.4344676299129
1346754665836,661.3865103729541,588.4344676299129
1346804664249,661.3564457428472,589.0491345702333
1346854662711,661.3564457428472,589.0491345702333
1346904664836,662.3768085801158,592.2219763456859
1346954663299,662.3768085801158,592.2219763456859
1347004665461,661.7693246481984,592.7946570969619
1347054663874,661.7693246481984,592.7946570969619
1347104666049,661.1976622746865,595.2539448442045
1347154664499,661.1976622746865,595.2539448442045
1347204662924,645.3158923114572,621.0049436585688
1347254665086,645.3158923114572,621.0049436585688
1347304663549,645.6568393067851,619.7091138557092
1347354665711,645.6568393067851,619.7091138557092
1347404664124,648.0572374372548,613.4392787397165
1347454662586,648.0572374372548,613.4392787397165
1347504664749,657.4431749946405,601.8972948788391
1347554663174,657.4431749946405,601.8972948788391
1347604665336,654.8501435681413,604.8017047817494
1347654663799,654.8501435681413,604.8017047817494
1347704665924,654.7235816580696,604.9427541163781
1347754664374,654.7235816580696,604.9427541163781
1347804662799,634.6401077906237,706.149553109599
1347854664961,634.6401077906237,706.149553109599
1347904663424,634.7164781317566,705.1069799054375
1347954665586,634.7164781317566,705.1069799054375
1348004663999,634.4415987068447,703.5480886036434
1348054662461,634.4415987068447,703.5480886036434
1348104664624,635.4270089705182,703.4889815889994
1348154663049,635.4270089705182,703.4889815889994
1348204665211,633.2391883039757,700.8745573219369
1348254674836,633.2391883039757,700.8745573219369
1348304665836,632.0406661733441,699.0283267542011
1348354664249,632.0406661733441,699.0283267542011
1348404662711,638.2131214468532,602.6774772757512
1348454664836,638.2131214468532,602.6774772757512
1348504666999,644.7065251129527,603.217193080132
1348554666086,644.7065251129527,603.217193080132
1348604668249,649.9932641559557,621.7954135484553
1348654670424,649.9932641559557,621.7954135484553
1348704668836,652.4720739059254,626.9309992779338
1348754667299,652.4720739059254,626.9309992779338
1348804669461,653.9963466124863,632.2844767054137
1348854667874,653.9963466124863,632.2844767054137
1348904668461,684.5161328178287,621.7880292222533
1348954666874,684.5161328178287,621.7880292222533
1349004665336,653.7299302950225,603.0790391934768
1349054667499,653.7299302950225,603.0790391934768
1349104665924,652.6739790478373,603.6253965206137
1349154668086,652.6739790478373,603.6253965206137
1349204666549,673.3685459626611,620.465851931561
1349254668711,673.3685459626611,620.465851931561
1349304667124,673.845748652983,641.9168729447183
1349354667711,673.845748652983,641.9168729447183
1349404666124,673.4176839602894,647.8209415765689
1349454664586,673.4176839602894,647.8209415765689
1349504717086,678.8256817039307,634.4106858842015
1349554671999,678.8256817039307,634.4106858842015
1349604662799,674.7352982001627,641.9348659550998
1349654673336,674.7352982001627,641.9348659550998
1349704663174,679.9917711249153,644.4702075218805
1349754665336,679.9917711249153,644.4702075218805
1349804663799,675.0661147332183,641.5778856726366
1349854665924,675.0661147332183,641.5778856726366
1349904664374,671.9720618889367,639.3314640269306
1349954662799,671.9720618889367,639.3314640269306
1350004664961,643.7953482369902,601.3214547587047
1350054663424,643.7953482369902,601.3214547587047
1350104665586,642.1811892232222,587.2666232337339
1350154663999,642.1811892232222,587.2666232337339
1350204666174,640.847088872824,570.7306919494756
1350254664624,640.847088872824,570.7306919494756
1350304663049,640.3136039960659,572.1080313695718
1350354680124,640.3136039960659,572.1080313695718
1350404663674,636.0174254945912,572.0351277297514
1350454665836,636.0174254945912,572.0351277297514
1350504664249,638.1698521735584,568.7179831717996
1350554662711,638.1698521735584,568.7179831717996
1350604664836,671.189127527674,872.2622849439516
1350654663299,671.189127527674,872.2622849439516
1350704665461,737.2030132102294,765.4263425009315
1350754663874,737.2030132102294,765.4263425009315
1350804666049,717.9968535929311,694.9844309902323
1350854668499,717.9968535929311,694.9844309902323
1350904685999,754.4883108768294,651.8916402598392
1350954669549,754.4883108768294,651.8916402598392
1351004667211,819.027209727166,440.74681974143925
1351054668299,819.027209727166,440.74681974143925
1351104671749,859.9726774243763,476.44405481061426
1351154664799,859.9726774243763,476.44405481061426
1351204673249,822.2904942792701,560.6996883780804
1351254673374,822.2904942792701,560.6996883780804
1351304702799,784.6630636059111,546.5387661637435
1351354668049,784.6630636059111,546.5387661637435
1351404671174,776.5609584787247,548.5483826374461
1351454666211,776.5609584787247,548.5483826374461
1351504669336,757.7324456645442,564.3356993900454
1351554664049,757.7324456645442,564.3356993900454
1351604666711,732.292509584369,578.6494815609176
1351654668874,732.292509584369,578.6494815609176
1351704667336,777.9212950343211,566.8079506274162
1351754669461,777.9212950343211,566.8079506274162
1351804667924,813.0268554332669,697.1368166952972
1351854660424,813.0268554332669,697.1368166952972
1351904670749,826.9948875957917,675.3166784486415
1351954671549,826.9948875957917,675.3166784486415
1352004666799,848.6107687715426,828.656061350344
1352054662499,848.6107687715426,828.656061350344
1352104669549,811.1232290508824,810.2067344862799
1352154670549,811.1232290508824,810.2067344862799
1352204668961,841.1075079851039,754.599097120569
1352254673049,841.1075079851039,754.599097120569
1352304668711,770.4343171998527,724.1505422272464
1352354669249,770.4343171998527,724.1505422272464
1352404664999,734.8386223527011,727.0549629326249
1352454669299,734.8386223527011,727.0549629326249
1352504673124,702.261826168237,537.4312721568547
1352554671799,702.261826168237,537.4312721568547
1352604669174,696.4717921637214,588.2889700714325
1352654665461,696.4717921637214,588.2889700714325
1352704672049,707.1445724491182,621.642381231907
1352754666799,707.1445724491182,621.642381231907
1352804666249,656.2694530267642,507.46186740168883
1352854668424,656.2694530267642,507.46186740168883
1352904666874,672.049179048419,525.4757046125033
1352954670749,672.049179048419,525.4757046125033
1353004663461,606.6817588190615,541.2645415969569
1353054669674,606.6817588190615,541.2645415969569
1353104668711,630.162477976847,606.257480653412
1353154669211,630.162477976847,606.257480653412
1353204670124,665.3278712534999,628.0120360770022
1353254680549,665.3278712534999,628.0120360770022
1353304663586,711.1011073493655,530.8584114419858
1353354664499,711.1011073493655,530.8584114419858
1353404668461,738.7813471021844,534.3659391139107
1353454667961,738.7813471021844,534.3659391139107
1353504666549,701.315497662846,572.1530150313685
1353554668999,701.315497662846,572.1530150313685
1353604672124,688.9276344171057,571.9685442088607
1353654672711,688.9276344171057,571.9685442088607
1353704669961,698.8970969978661,764.3266976144034
1353754670749,698.8970969978661,764.3266976144034
1353804672924,703.9816736398222,828.4199098619149
1353854708374,703.9816736398222,828.4199098619149
1353904669586,693.0968820455456,758.9802273881702
1353954667999,693.0968820455456,758.9802273881702
1354004666124,687.5371371037878,754.4268237304275
1354054666799,687.5371371037878,754.4268237304275
1354104665674,744.8302240436462,797.5886352638857
1354154669836,744.8302240436462,797.5886352638857
1354204668299,740.3794770694064,807.5048123031232
1354254619924,740.3794770694064,807.5048123031232
1354304669711,718.4816372876508,819.5656400165474
1354354668374,718.4816372876508,819.5656400165474
1354404674874,705.6413454236387,830.8272680442382
1354454669711,705.6413454236387,830.8272680442382
1354504672086,676.291918727509,754.1262188952525
1354554668624,676.291918727509,754.1262188952525
1354604671624,649.7212320075799,447.3800200239158
1354654670049,649.7212320075799,447.3800200239158
1354704668499,694.7581291417224,539.5873916939096
1354754669174,694.7581291417224,539.5873916939096
1354804662374,708.9490821881008,562.3530535907826
1354854668836,708.9490821881008,562.3530535907826
1354904671299,715.0677999909668,571.6227813829747
1354954667961,715.0677999909668,571.6227813829747
1355004667124,698.2216873957858,554.5914307983388
1355054672799,698.2216873957858,554.5914307983388
1355104668924,669.8397287094115,524.4803390234472
1355154667336,669.8397287094115,524.4803390234472
1355204672711,687.655683934137,557.1275487083017
1355254664549,687.655683934137,557.1275487083017
1355304670624,663.5933545616575,586.9830878451455
1355354670461,663.5933545616575,586.9830878451455
1355404687499,664.0984525000621,589.8696747662243
1355454671049,664.0984525000621,589.8696747662243
1355504669461,662.5718861264336,593.9484688469687
1355554667924,662.5718861264336,593.9484688469687
1355604670086,666.4148235078636,516.7487736499268
1355654668499,666.4148235078636,516.7487736499268
1355704670674,665.4070567826409,540.8340826990113
1355754669124,665.4070567826409,540.8340826990113
1355804663424,669.5588809116283,833.6017579270865
1355854665586,669.5588809116283,833.6017579270865
1355904663999,680.859408842909,830.8188687460201
1355954666174,680.859408842909,830.8188687460201
1356004666624,684.2173704788196,809.1455175574562
1356054675299,684.2173704788196,809.1455175574562
1356104665299,688.5456952977927,729.8505113148293
1356154671424,688.5456952977927,729.8505113148293
1356204666336,687.6086195963937,699.4543801908407
1356254673299,687.6086195963937,699.4543801908407
1356304668211,730.6898452539074,729.4112394937346
1356354670586,730.6898452539074,729.4112394937346
1356404672961,728.4487486154782,732.2541710271664
1356454671424,728.4487486154782,732.2541710271664
1356504665174,722.4820090364884,707.3020647955965
1356554685924,722.4820090364884,707.3020647955965
1356604626374,714.7797672249844,691.1500885147577
1356654669924,714.7797672249844,691.1500885147577
1356704664424,712.7030885728589,703.5555533553495
1356754662874,712.7030885728589,703.5555533553495
1356804665049,722.9524872273645,714.5918535626795
